content,label
6 Node5 Ready veth0-veth1 3128m 7% 15841Mi 24% None None None None None None None None None None None None None None 5 3 51.1515151515 0 198 22 6 Node3 Ready veth0-veth1 2757m 6% 1617Mi 2% vnf5 1/1 Running 1m 0.0% 16Mi 0.0% None None None None None None None 3 1 47.7050691244 0 217 35 6 Node6 Ready veth0-veth1 2888m 7% 10686Mi 16% vnf10 1/1 Running 1m 0.0% 39Mi 0.1% None None None None None None None 6 2 225.021276596 0 47 19 6 Node1 Ready veth0-veth1 3167m 7% 27758Mi 6% vnf1 1/1 Running 0m 0.0% 15Mi 0.0% None None None None None None None 1 3 186.206896552 0 58 20 6 Node2 Ready veth0-veth1 5760m 14% 48920Mi 76% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
5 Node3 Ready veth0-veth1 4150m 10% 16961Mi 26% None None None None None None None None None None None None None None 3 4 67.0728476821 0 151 22 5 Node5 Ready veth0-veth1 3322m 8% 20675Mi 32% vnf8 1/1 Running 0m 0% 20Mi 0% None None None None None None None 5 1 113.758241758 0 91 17 5 Node4 Ready veth0-veth1 12584m 31% 19114Mi 76% vnf11 1/1 Running 0m 0% 9Mi 0% None None None None None None None 4 2 70.9798657718 0 149 18 5 Node2 Ready veth0-veth1 4142m 10% 3433Mi 8% vnf3 1/1 Running 1m 0% 9Mi 0% None None None None None None None 2 2 67.5 0 160 28 5 Node1 Ready veth0-veth1 3521m 8% 9657Mi 17% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2949m 7% 7006Mi 10% None None None None None None None None None None None None None None 6 2 129.846153846 0 78 20 1 Node1 Ready veth0-veth1 3972m 9% 3914Mi 8% vnf1 1/1 Running 0m 0.0% 20Mi 0.0% vnf2 1/1 Running 1m 0.0% 18Mi 0.0% 1 3 154.507462687 0 67 21 1 Node2 Ready veth0-veth1 29568m 73% 3222Mi 6% vnf3 1/1 Running 1m 0.0% 18Mi 0.0% None None None None None None None 2 1 62.2117647059 0 170 23238 1 Node4 Ready veth0-veth1 11046m 27% 18697Mi 40% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
6 Node5 Ready veth0-veth1 30730m 76% 40790Mi 70% None None None None None None None None None None None None None None 5 3 23.8305882353 0 425 36973 6 Node3 Ready veth0-veth1 2433m 6% 2079Mi 3% vnf5 1/1 Running 1m 0.0% 17Mi 0.0% None None None None None None None 3 1 21.3443298969 0 485 24 6 Node6 Ready veth0-veth1 3832m 9% 15680Mi 24% vnf10 1/1 Running 1m 0.0% 39Mi 0.1% None None None None None None None 6 2 285.837837838 1 37 34 6 Node1 Ready veth0-veth1 5471m 13% 4912Mi 9% vnf1 1/1 Running 1m 0.0% 16Mi 0.0% None None None None None None None 1 3 276.923076923 0 39 18339 6 Node2 Ready veth0-veth1 5115m 12% 6691Mi 11% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 3054m 7% 10729Mi 16% None None None None None None None None None None None None None None 6 2 79.7480314961 0 127 13 3 Node1 Ready veth0-veth1 3853m 9% 4293Mi 10% vnf1 1/1 Running 0m 0.0% 16Mi 0.0% None None None None None None None 1 4 49.7692307692 0 208 18 3 Node5 Ready veth0-veth1 3553m 8% 15407Mi 24% vnf9 1/1 Running 1m 0.0% 4Mi 0.0% None None None None None None None 5 4 49.1906976744 0 215 31 3 Node2 Ready veth0-veth1 4332m 10% 4047Mi 9% vnf3 1/1 Running 1m 0.0% 12Mi 0.0% None None None None None None None 2 1 75.0 0 144 20 3 Node4 Ready veth0-veth1 9212m 23% 21453Mi 57% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 2360m 5% 10729Mi 16% None None None None None None None None None None None None None None 6 2 113.797752809 0 89 26 3 Node1 Ready veth0-veth1 2786m 6% 18773Mi 6% vnf1 1/1 Running 0m 0.0% 16Mi 0.0% None None None None None None None 1 4 59.838150289 0 173 29 3 Node5 Ready veth0-veth1 19035m 47% 15553Mi 24% vnf9 1/1 Running 0m 0.0% 25Mi 0.0% None None None None None None None 5 4 64.8834355828 0 163 36 3 Node2 Ready veth0-veth1 2188m 5% 18304Mi 5% vnf3 1/1 Running 0m 0.0% 8Mi 0.0% None None None None None None None 2 1 83.7209302326 0 129 25 3 Node4 Ready veth0-veth1 1359m 3% 20475Mi 32% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2512m 6% 6758Mi 10% None None None None None None None None None None None None None None 6 2 211.0 0 48 40 1 Node1 Ready veth0-veth1 3521m 8% 9657Mi 17% vnf1 1/1 Running 1m 0% 15Mi 0% vnf2 1/1 Running 0m 0% 13Mi 0% 1 3 147.885714286 0 70 23 1 Node2 Ready veth0-veth1 4142m 10% 3433Mi 8% vnf3 1/1 Running 1m 0% 9Mi 0% None None None None None None None 2 1 87.4049586777 0 121 22 1 Node4 Ready veth0-veth1 12584m 31% 19114Mi 76% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
1 Node6 Ready veth0-veth1 3805m 9% 15706Mi 24% None None None None None None None None None None None None None None 6 2 273.72972973 0 37 20 1 Node1 Ready veth0-veth1 5171m 12% 10531Mi 16% vnf1 1/1 Running 1m 0.0% 16Mi 0.0% vnf2 1/1 Running 1m 0.0% 16Mi 0.0% 1 3 138.026666667 0 75 19525 1 Node2 Ready veth0-veth1 4974m 12% 10452Mi 16% vnf3 1/1 Running 1m 0.0% 14Mi 0.0% None None None None None None None 2 1 264.4 0 40 1364 1 Node4 Ready veth0-veth1 7051m 17% 22316Mi 34% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
2 Node6 Ready veth0-veth1 2608m 6% 6869Mi 10% 59 34 None None None None None None None None None None None None None None None None None None 6 1 241.142857143 0 42 29 2 Node3 Ready veth0-veth1 8954m 22% 3782Mi 5% 66 42 vnf5 1/1 Running 0m 0.0% 18Mi 0.0% 9 13 None None None None None None None None None 3 4 96.7476635514 0 107 18 2 Node5 Ready veth0-veth1 3172m 7% 15440Mi 24% 21 63 vnf7 1/1 Running 1m 0.0% 27Mi 0.0% 0 0 vnf8 1/1 Running 0m 0.0% 29Mi 0.0% 0 0 5 1 320.484848485 0 33 25 2 Node4 Ready veth0-veth1 10048m 25% 22237Mi 52% 0 0 None None None None None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None 68 44 None None None None None None None None None None None None None None None None None None None None None None None None,0
2 Node6 Ready veth0-veth1 4123m 10% 5829Mi 9% None None None None None None None None None None None None None None 6 1 63.6981132075 0 159 18 2 Node3 Ready veth0-veth1 2818m 7% 2041Mi 3% vnf5 1/1 Running 1m 0.0% 16Mi 0.0% None None None None None None None 3 4 56.2608695652 0 184 25 2 Node5 Ready veth0-veth1 3181m 7% 16075Mi 25% vnf7 1/1 Running 0m 0.0% 27Mi 0.0% vnf8 1/1 Running 1m 0.0% 25Mi 0.0% 5 1 87.4049586777 0 121 33 2 Node4 Ready veth0-veth1 9084m 22% 18201Mi 43% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
1 Node6 Ready veth0-veth1 3273m 8% 15680Mi 24% None None None None None None None None None None None None None None 6 2 158.25 1 64 26 1 Node1 Ready veth0-veth1 3772m 9% 6627Mi 12% vnf1 1/1 Running 1m 0.0% 16Mi 0.0% vnf2 1/1 Running 1m 0.0% 16Mi 0.0% 1 3 235.272727273 0 44 51 1 Node2 Ready veth0-veth1 4167m 10% 7619Mi 13% vnf3 1/1 Running 1m 0.0% 13Mi 0.0% None None None None None None None 2 1 57.4782608696 0 184 21 1 Node4 Ready veth0-veth1 14220m 35% 30681Mi 51% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
4 Node6 Ready veth0-veth1 3009m 7% 7009Mi 10% None None None None None None None None None None None None None None 6 1 65.7662337662 0 154 19 4 Node3 Ready veth0-veth1 2806m 7% 3860Mi 6% vnf6 1/1 Running 0m 0.0% 18Mi 0.0% None None None None None None None 3 3 55.3582887701 0 187 31 4 Node2 Ready veth0-veth1 4535m 11% 6054Mi 9% vnf4 1/1 Running 1m 0.0% 41Mi 0.1% None None None None None None None 2 4 50.6028708134 0 209 59 4 Node5 Ready veth0-veth1 3813m 9% 15505Mi 24% vnf7 1/1 Running 1m 0.0% 32Mi 0.0% None None None None None None None 5 1 68.7898089172 0 157 22 4 Node4 Ready veth0-veth1 9358m 23% 49975Mi 71% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
5 Node3 Ready veth0-veth1 4175m 10% 17454Mi 27% None None None None None None None None None None None None None None 3 4 133.263157895 0 76 15 5 Node5 Ready veth0-veth1 3362m 8% 15373Mi 24% vnf8 1/1 Running 0m 0.0% 22Mi 0.0% None None None None None None None 5 1 127.802469136 0 81 23 5 Node4 Ready veth0-veth1 17260m 43% 22267Mi 41% vnf11 1/1 Running 1m 0.0% 14Mi 0.0% None None None None None None None 4 2 54.2358974359 0 195 29 5 Node2 Ready veth0-veth1 3904m 9% 4325Mi 7% vnf3 1/1 Running 0m 0.0% 21Mi 0.0% None None None None None None None 2 2 62.0689655172 0 174 22 5 Node1 Ready veth0-veth1 3564m 8% 9849Mi 16% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2744m 6% 7006Mi 10% 76 62 None None None None None None None None None None None None None None None None None None 6 2 211.0 0 48 22 1 Node1 Ready veth0-veth1 3431m 8% 3914Mi 6% 94 57 vnf1 1/1 Running 0m 0.0% 20Mi 0.0% 1 7 vnf2 1/1 Running 0m 0.0% 18Mi 0.0% 83 42 1 3 121.788235294 0 85 24 1 Node2 Ready veth0-veth1 25045m 62% 3222Mi 5% 19 32 vnf3 1/1 Running 1m 0.0% 18Mi 0.0% 0 0 None None None None None None None None None 2 1 71.4594594595 0 148 28 1 Node4 Ready veth0-veth1 3611m 9% 18697Mi 29% 0 0 None None None None None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None 90 46 None None None None None None None None None None None None None None None None None None None None None None None None,0
4 Node6 Ready veth0-veth1 2647m 6% 6758Mi 10% None None None None None None None None None None None None None None 6 1 76.7272727273 0 132 24 4 Node3 Ready veth0-veth1 3995m 9% 16961Mi 26% vnf6 1/1 Running 1m 0% 10Mi 0% None None None None None None None 3 3 50.7450980392 0 204 21 4 Node2 Ready veth0-veth1 3977m 9% 3433Mi 7% vnf4 1/1 Running 1m 0% 8Mi 0% None None None None None None None 2 4 60.4342857143 0 175 14 4 Node5 Ready veth0-veth1 3573m 8% 20675Mi 32% vnf7 1/1 Running 1m 0% 13Mi 0% None None None None None None None 5 1 127.058823529 0 85 21 4 Node4 Ready veth0-veth1 14837m 37% 19114Mi 49% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
2 Node6 Ready veth0-veth1 2760m 6% 6424Mi 10% None None None None None None None None None None None None None None 6 1 337.6 0 30 40 2 Node3 Ready veth0-veth1 4552m 11% 16751Mi 26% vnf5 1/1 Running 0m 0% 13Mi 0% None None None None None None None 3 4 80.2480620155 0 129 15 2 Node5 Ready veth0-veth1 3518m 8% 20411Mi 31% vnf7 1/1 Running 1m 0% 13Mi 0% vnf8 1/1 Running 0m 0% 18Mi 0% 5 1 167.873015873 0 63 20 2 Node4 Ready veth0-veth1 13260m 33% 17266Mi 39% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
6 Node5 Ready veth0-veth1 29949m 74% 15824Mi 24% None None None None None None None None None None None None None None 5 3 53.3052631579 0 190 29 6 Node3 Ready veth0-veth1 3708m 9% 1567Mi 2% vnf5 1/1 Running 0m 0.0% 16Mi 0.0% None None None None None None None 3 1 43.6793248945 0 237 25 6 Node6 Ready veth0-veth1 3028m 7% 10650Mi 16% vnf10 1/1 Running 0m 0.0% 38Mi 0.1% None None None None None None None 6 2 122.976744186 0 86 28 6 Node1 Ready veth0-veth1 3400m 8% 3647Mi 41% vnf1 1/1 Running 0m 0.0% 15Mi 0.0% None None None None None None None 1 3 125.581395349 0 86 20 6 Node2 Ready veth0-veth1 3599m 8% 8580Mi 14% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2584m 6% 6758Mi 10% None None None None None None None None None None None None None None 6 2 158.25 0 64 19 1 Node1 Ready veth0-veth1 27378m 68% 9657Mi 17% vnf1 1/1 Running 1m 0% 15Mi 0% vnf2 1/1 Running 0m 0% 13Mi 0% 1 3 178.482758621 0 58 23 1 Node2 Ready veth0-veth1 3954m 9% 3433Mi 7% vnf3 1/1 Running 0m 0% 9Mi 0% None None None None None None None 2 1 50.1232227488 0 211 23 1 Node4 Ready veth0-veth1 12684m 31% 19114Mi 60% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
1 Node6 Ready veth0-veth1 2765m 6% 6869Mi 10% None None None None None None None None None None None None None None 6 2 422.0 1 24 32 1 Node1 Ready veth0-veth1 3745m 9% 4765Mi 9% vnf1 1/1 Running 0m 0.0% 19Mi 0.0% vnf2 1/1 Running 1m 0.0% 18Mi 0.0% 1 3 81.5118110236 0 127 18 1 Node2 Ready veth0-veth1 10413m 26% 4024Mi 8% vnf3 1/1 Running 1m 0.0% 18Mi 0.0% None None None None None None None 2 1 103.68627451 0 102 18 1 Node4 Ready veth0-veth1 10027m 25% 22237Mi 48% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
2 Node6 Ready veth0-veth1 2723m 6% 6902Mi 10% None None None None None None None None None None None None None None 6 1 135.04 0 75 22 2 Node3 Ready veth0-veth1 30821m 77% 3826Mi 5% vnf5 1/1 Running 0m 0.0% 19Mi 0.0% None None None None None None None 3 4 323.5 0 32 36 2 Node5 Ready veth0-veth1 4723m 11% 54397Mi 77% vnf7 1/1 Running 1000m 2.5% 33892Mi 51.7% vnf8 1/1 Running 1m 0.0% 30Mi 0.0% 5 1 364.689655172 2 29 12994 2 Node4 Ready veth0-veth1 9378m 23% 18512Mi 45% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
5 Node3 Ready veth0-veth1 20731m 51% 17328Mi 27% None None None None None None None None None None None None None None 3 4 76.7272727273 0 132 59 5 Node5 Ready veth0-veth1 3628m 9% 20751Mi 32% vnf8 1/1 Running 0m 0.0% 19Mi 0.0% None None None None None None None 5 1 115.022222222 0 90 12 5 Node4 Ready veth0-veth1 13276m 33% 16412Mi 38% vnf11 1/1 Running 0m 0.0% 9Mi 0.0% None None None None None None None 4 2 48.962962963 0 216 26 5 Node2 Ready veth0-veth1 3765m 9% 7233Mi 11% vnf3 1/1 Running 0m 0.0% 11Mi 0.0% None None None None None None None 2 2 48.6486486486 0 222 19 5 Node1 Ready veth0-veth1 3556m 8% 12526Mi 20% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 4772m 11% 15478Mi 25% None None None None None None None None None None None None None None 5 3 35.914893617 0 282 955 6 Node3 Ready veth0-veth1 3630m 9% 3811Mi 5% vnf5 1/1 Running 0m 0.0% 19Mi 0.0% None None None None None None None 3 1 37.1039426523 0 279 35 6 Node6 Ready veth0-veth1 2727m 6% 6889Mi 10% vnf10 1/1 Running 0m 0.0% 38Mi 0.1% None None None None None None None 6 2 377.714285714 0 28 41 6 Node1 Ready veth0-veth1 4003m 10% 3876Mi 7% vnf1 1/1 Running 0m 0.0% 20Mi 0.0% None None None None None None None 1 3 251.162790698 0 43 26 6 Node2 Ready veth0-veth1 4074m 10% 3172Mi 5% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
5 Node3 Ready veth0-veth1 4598m 11% 16961Mi 26% None None None None None None None None None None None None None None 3 4 247.024390244 0 41 15 5 Node5 Ready veth0-veth1 11229m 28% 20675Mi 32% vnf8 1/1 Running 1m 0% 20Mi 0% None None None None None None None 5 1 470.545454545 0 22 35 5 Node4 Ready veth0-veth1 12308m 30% 19114Mi 38% vnf11 1/1 Running 1m 0% 3Mi 0% None None None None None None None 4 2 53.9591836735 0 196 40 5 Node2 Ready veth0-veth1 3838m 9% 3433Mi 10% vnf3 1/1 Running 0m 0% 9Mi 0% None None None None None None None 2 2 55.6701030928 0 194 20 5 Node1 Ready veth0-veth1 3500m 8% 9657Mi 21% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 4447m 11% 5832Mi 9% None None None None None None None None None None None None None None 6 2 562.666666667 0 18 27 3 Node1 Ready veth0-veth1 5514m 13% 11766Mi 18% vnf1 1/1 Running 0m 0.0% 19Mi 0.0% None None None None None None None 1 4 55.0638297872 0 188 17211 3 Node5 Ready veth0-veth1 3624m 9% 16066Mi 25% vnf9 1/1 Running 0m 0.0% 9Mi 0.0% None None None None None None None 5 4 61.488372093 0 172 30 3 Node2 Ready veth0-veth1 4831m 12% 6698Mi 11% vnf3 1/1 Running 0m 0.0% 17Mi 0.0% None None None None None None None 2 1 161.194029851 0 67 43 3 Node4 Ready veth0-veth1 8343m 20% 29863Mi 50% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2853m 7% 8448Mi 12% None None None None None None None None None None None None None None 6 2 211.0 0 48 21 1 Node1 Ready veth0-veth1 3384m 8% 10789Mi 17% vnf1 1/1 Running 0m 0.0% 21Mi 0.0% vnf2 1/1 Running 0m 0.0% 19Mi 0.0% 1 3 120.372093023 0 86 27 1 Node2 Ready veth0-veth1 3411m 8% 10293Mi 17% vnf3 1/1 Running 1m 0.0% 19Mi 0.0% None None None None None None None 2 1 55.6631578947 0 190 24 1 Node4 Ready veth0-veth1 7275m 18% 44867Mi 52% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
3 Node6 Ready veth0-veth1 3305m 8% 13915Mi 21% None None None None None None None None None None None None None None 6 2 101.28 0 100 18 3 Node1 Ready veth0-veth1 3895m 9% 5407Mi 9% vnf1 1/1 Running 0m 0.0% 16Mi 0.0% None None None None None None None 1 4 59.1542857143 0 175 15 3 Node5 Ready veth0-veth1 3941m 9% 16796Mi 26% vnf9 1/1 Running 0m 0.0% 13Mi 0.0% None None None None None None None 5 4 62.9523809524 0 168 66 3 Node2 Ready veth0-veth1 4566m 11% 5972Mi 10% vnf3 1/1 Running 1m 0.0% 13Mi 0.0% None None None None None None None 2 1 138.461538462 0 78 22 3 Node4 Ready veth0-veth1 11868m 29% 21654Mi 41% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2681m 6% 10698Mi 16% None None None None None None None None None None None None None None 6 2 215.489361702 0 47 47 1 Node1 Ready veth0-veth1 3133m 7% 3669Mi 22% vnf1 1/1 Running 1m 0.0% 16Mi 0.0% vnf2 1/1 Running 0m 0.0% 16Mi 0.0% 1 3 61.9880239521 0 167 25 1 Node2 Ready veth0-veth1 3070m 7% 3431Mi 21% vnf3 1/1 Running 0m 0.0% 11Mi 0.0% None None None None None None None 2 1 341.161290323 0 31 39 1 Node4 Ready veth0-veth1 3875m 9% 20421Mi 46% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
4 Node6 Ready veth0-veth1 2682m 6% 6758Mi 10% None None None None None None None None None None None None None None 6 1 82.3414634146 0 123 25 4 Node3 Ready veth0-veth1 4493m 11% 16961Mi 26% vnf6 1/1 Running 1m 0% 10Mi 0% None None None None None None None 3 3 52.0201005025 0 199 20 4 Node2 Ready veth0-veth1 3847m 9% 3433Mi 8% vnf4 1/1 Running 0m 0% 8Mi 0% None None None None None None None 2 4 50.6028708134 0 209 26 4 Node5 Ready veth0-veth1 3857m 9% 20675Mi 32% vnf7 1/1 Running 1m 0% 13Mi 0% None None None None None None None 5 1 108.0 0 100 23 4 Node4 Ready veth0-veth1 13638m 34% 19114Mi 63% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 2944m 7% 15849Mi 24% None None None None None None None None None None None None None None 5 3 54.7459459459 0 185 30 6 Node3 Ready veth0-veth1 2909m 7% 1932Mi 3% vnf5 1/1 Running 1m 0.0% 11Mi 0.0% None None None None None None None 3 1 59.1542857143 0 175 26 6 Node6 Ready veth0-veth1 2805m 7% 5705Mi 8% vnf10 1/1 Running 1m 0.0% 37Mi 0.1% None None None None None None None 6 2 170.580645161 0 62 24 6 Node1 Ready veth0-veth1 3841m 9% 9658Mi 16% vnf1 1/1 Running 1m 0.0% 14Mi 0.0% None None None None None None None 1 3 60.6741573034 0 178 22 6 Node2 Ready veth0-veth1 3767m 9% 4303Mi 7% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
1 Node6 Ready veth0-veth1 2797m 6% 6894Mi 10% None None None None None None None None None None None None None None 6 2 125.037037037 0 81 16 1 Node1 Ready veth0-veth1 3535m 8% 3883Mi 11% vnf1 1/1 Running 0m 0.0% 20Mi 0.0% vnf2 1/1 Running 0m 0.0% 18Mi 0.0% 1 3 141.808219178 0 73 29 1 Node2 Ready veth0-veth1 4055m 10% 3178Mi 10% vnf3 1/1 Running 0m 0.0% 18Mi 0.0% None None None None None None None 2 1 65.6894409938 0 161 31 1 Node4 Ready veth0-veth1 8354m 20% 55669Mi 61% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
3 Node6 Ready veth0-veth1 3044m 7% 10729Mi 16% None None None None None None None None None None None None None None 6 2 67.0728476821 0 151 20 3 Node1 Ready veth0-veth1 3937m 9% 4293Mi 6% vnf1 1/1 Running 0m 0.0% 16Mi 0.0% None None None None None None None 1 4 65.5189873418 0 158 18 3 Node5 Ready veth0-veth1 3180m 7% 15407Mi 24% vnf9 1/1 Running 0m 0.0% 4Mi 0.0% None None None None None None None 5 4 76.0863309353 0 139 23 3 Node2 Ready veth0-veth1 4694m 11% 4047Mi 6% vnf3 1/1 Running 1m 0.0% 12Mi 0.0% None None None None None None None 2 1 118.681318681 0 91 29 3 Node4 Ready veth0-veth1 19085m 47% 21453Mi 33% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 3381m 8% 15525Mi 24% None None None None None None None None None None None None None None 5 3 54.7459459459 0 185 22 6 Node3 Ready veth0-veth1 2813m 7% 1497Mi 2% vnf5 1/1 Running 0m 0.0% 12Mi 0.0% None None None None None None None 3 1 50.2524271845 0 206 26 6 Node6 Ready veth0-veth1 2925m 7% 10633Mi 16% vnf10 1/1 Running 1m 0.0% 39Mi 0.1% None None None None None None None 6 2 109.030927835 0 97 18 6 Node1 Ready veth0-veth1 3249m 8% 42219Mi 42% vnf1 1/1 Running 0m 0.0% 6Mi 0.0% None None None None None None None 1 3 57.4468085106 0 188 20 6 Node2 Ready veth0-veth1 5373m 13% 40886Mi 79% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 3316m 8% 15525Mi 24% None None None None None None None None None None None None None None 5 3 59.2280701754 0 171 30 6 Node3 Ready veth0-veth1 2909m 7% 1497Mi 2% vnf5 1/1 Running 1m 0.0% 13Mi 0.0% None None None None None None None 3 1 55.9567567568 0 185 29 6 Node6 Ready veth0-veth1 2859m 7% 10633Mi 16% vnf10 1/1 Running 0m 0.0% 39Mi 0.1% None None None None None None None 6 2 459.826086957 0 23 30 6 Node1 Ready veth0-veth1 3457m 8% 42219Mi 10% vnf1 1/1 Running 1m 0.0% 5Mi 0.0% None None None None None None None 1 3 348.387096774 0 31 35 6 Node2 Ready veth0-veth1 5505m 13% 40886Mi 64% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
6 Node5 Ready veth0-veth1 5855m 14% 43595Mi 74% None None None None None None None None None None None None None None 5 3 18.6519337017 0 543 16887 6 Node3 Ready veth0-veth1 28840m 72% 3921Mi 6% vnf5 1/1 Running 0m 0.0% 20Mi 0.0% None None None None None None None 3 1 21.0406504065 0 492 26 6 Node6 Ready veth0-veth1 3766m 9% 7037Mi 11% vnf10 1/1 Running 0m 0.0% 38Mi 0.1% None None None None None None None 6 2 225.021276596 0 47 31 6 Node1 Ready veth0-veth1 4348m 10% 12086Mi 12% vnf1 1/1 Running 1m 0.0% 21Mi 0.0% None None None None None None None 1 3 128.571428571 0 84 26 6 Node2 Ready veth0-veth1 4360m 10% 9800Mi 10% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
4 Node6 Ready veth0-veth1 2871m 7% 5701Mi 8% None None None None None None None None None None None None None None 6 1 60.2857142857 0 168 21 4 Node3 Ready veth0-veth1 2991m 7% 1924Mi 3% vnf6 1/1 Running 0m 0.0% 12Mi 0.0% None None None None None None None 3 3 49.7692307692 0 208 27 4 Node2 Ready veth0-veth1 4036m 10% 6429Mi 12% vnf4 1/1 Running 0m 0.0% 12Mi 0.0% None None None None None None None 2 4 53.6852791878 0 197 22 4 Node5 Ready veth0-veth1 3656m 9% 15855Mi 24% vnf7 1/1 Running 1m 0.0% 26Mi 0.0% None None None None None None None 5 1 86.4 0 125 17 4 Node4 Ready veth0-veth1 8348m 20% 17747Mi 67% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
2 Node6 Ready veth0-veth1 2564m 6% 5440Mi 8% None None None None None None None None None None None None None None 6 1 253.2 0 40 26 2 Node3 Ready veth0-veth1 12069m 30% 17322Mi 27% vnf5 1/1 Running 0m 0.0% 14Mi 0.0% None None None None None None None 3 4 91.610619469 0 113 20 2 Node5 Ready veth0-veth1 3270m 8% 20777Mi 32% vnf7 1/1 Running 0m 0.0% 14Mi 0.0% vnf8 1/1 Running 0m 0.0% 19Mi 0.0% 5 1 89.6271186441 0 118 24 2 Node4 Ready veth0-veth1 3727m 9% 16121Mi 45% None None None None None None None None None None None None None None 0 0 0 0 0 0 None None None None None None None None None None None None None None None None None None None None None None None None None None None None,0
3 Node6 Ready veth0-veth1 2784m 6% 49746Mi 9% None None None None None None None None None None None None None None 6 2 62.9068322981 0 161 34 3 Node1 Ready veth0-veth1 2108m 5% 10763Mi 18% vnf1 1/1 Running 0m 0.0% 12Mi 0.0% None None None None None None None 1 4 53.3608247423 0 194 22 3 Node5 Ready veth0-veth1 2397m 5% 15107Mi 23% vnf9 1/1 Running 0m 0.0% 34Mi 0.1% None None None None None None None 5 4 50.6028708134 0 209 18 3 Node2 Ready veth0-veth1 2577m 6% 9477Mi 28% vnf3 1/1 Running 1m 0.0% 13Mi 0.0% None None None None None None None 2 1 53.4653465347 0 202 41 3 Node4 Ready veth0-veth1 9924m 24% 16465Mi 60% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
3 Node6 Ready veth0-veth1 2415m 6% 10739Mi 16% None None None None None None None None None None None None None None 6 2 119.152941176 0 85 24 3 Node1 Ready veth0-veth1 2962m 7% 3666Mi 30% vnf1 1/1 Running 1m 0.0% 16Mi 0.0% None None None None None None None 1 4 53.0871794872 0 195 21 3 Node5 Ready veth0-veth1 2435m 6% 15567Mi 24% vnf9 1/1 Running 1m 0.0% 25Mi 0.0% None None None None None None None 5 4 56.8602150538 0 186 33 3 Node2 Ready veth0-veth1 3215m 8% 3596Mi 29% vnf3 1/1 Running 0m 0.0% 9Mi 0.0% None None None None None None None 2 1 111.340206186 0 97 25 3 Node4 Ready veth0-veth1 4331m 10% 20490Mi 59% None None None None None None None None None None None None None None 0 0 0 0 0 0,0
